	Лосевская улица	317
	Лосиноостровская улица	0403 0410
	Лосинский проезд	418
	Лубочный переулок	110
	улица Малая Лубянка	0104 0105
	Луганская улица	0606 0618
	Луговая улица	1112
	Луговая улица	809
	Луговой проезд	509
	Лужнецкая набережная	109
	Луговая улица	1112
	Лужская улица	212
	Лужнецкий проезд	109
	1-я улица Лукино	811
	2-я улица Лукино	811
	Лукинская улица	811
	Луков переулок	104
	улица Александра Лукьянова	102
	Лукьяновский проезд	403
	Лухмановская улица	409
	Глазовский переулок	0101 0109
	Луховицкая улица	513
	1-й Лучевой просек	418
	2-й Лучевой просек	418
	3-й Лучевой просек	418
	4-й Лучевой просек	418
	5-й Лучевой просек	418
	6-й Лучевой просек	418
	Лучников переулок	102
	Лыковский проезд	905
	1-й Лыковский проезд	905
	1-я Лыковская улица	905
	2-я Лыковская улица	905
	3-я Лыковская улица	905
	Лыткаринская улица	409
	Лыщиков переулок	107
	улица Львова	701
	площадь Академика Люльки	301
	1-й Люберецкий проезд	504
	2-й Люберецкий проезд	504
	3-й Люберецкий проезд	504
	4-й Люберецкий проезд	504
	Люблинская улица	0508 0509 0514
	улица Розы Люксембург	409
	Люсиновская улица	0103 0609
	1-й Люсиновский переулок	103
	3-й Люсиновский переулок	103
	Лялин переулок	102
	Лялина площадь	102
	Ляминский проезд	418
	улица Ляпидевского	216
	улица Ляпунова	702
	Магаданская улица	307
	Магазинный тупик	507
	1-я Магистральная улица	217
	2-я Магистральная улица	0106 0217
	3-я Магистральная улица	0106 0217
	4-я Магистральная улица	217
	5-я Магистральная улица	217
	Магистральный переулок	217
	1-й Магистральный проезд	217
	1-й Магистральный тупик	217
	2-й Магистральный тупик	217
	Магнитогорская улица	407
	улица Маёвок	513
	Мажоров переулок	417
	Мазиловская улица	819
	Майский просек	418
	Майская улица	1112
	улица Макаренко	102
	улица Адмирала Макарова	205
	улица Татьяны Макаровой	409
	Болотная улица	110
	улица Сергея Макеева	106
	Макеевская улица	618
	Космодамианская набережная	103
	улица Максимова	907
	Малахитовая улица	312
	Маленковская улица	418
	Малинская улица	1005
	улица Маршала Малиновского	907
	улица Малыгина	307
	Малыгинский проезд	317
	улица Малышева	514
	Манежная улица	108
	Мансуровский переулок	109
	Мантулинская улица	106
	Большой Ордынский переулок	103
	Малый Ордынский переулок	103
	улица Маргелова	217
	улица Маресьева	512
	Мариупольская улица	508
	Староваганьковский переулок	101
	Марксистская улица	107
	Марксистский переулок	107
	Мароновский переулок	110
	Мартеновская улица	0411 0413
	Мартыновский переулок	107
	Большая Марфинская улица	308
	Марфинский проезд	308
	Милютинский переулок	104
	1-й проезд Марьиной Рощи	309
	2-й проезд Марьиной Рощи	309
	3-й проезд Марьиной Рощи	309
	4-й проезд Марьиной Рощи	309
	5-й проезд Марьиной Рощи	309
	6-й проезд Марьиной Рощи	309
	8-й проезд Марьиной Рощи	309
	9-й проезд Марьиной Рощи	309
	10-й проезд Марьиной Рощи	309
	11-й проезд Марьиной Рощи	309
	12-й проезд Марьиной Рощи	309
	13-й проезд Марьиной Рощи	309
	14-й проезд Марьиной Рощи	309
	17-й проезд Марьиной Рощи	309
	2-я улица Марьиной Рощи	309
	3-я улица Марьиной Рощи	309
	4-я улица Марьиной Рощи	309
	Большая Марьинская улица	310
	улица Марьинский Парк	0509 0508
	Марьинский бульвар	509
	улица Верхняя Масловка	0201 0213
	улица Нижняя Масловка	0201 0202 0213
	улица Мастеркова	609
	Мастеровая улица	413
	Матвеевская улица	820
	улица Матросова	816
	улица Матросская Тишина	418
	Большой Матросский переулок	418
	улица Саморы Машела	707
	1-я улица Машиностроения	515
	2-я улица Машиностроения	0511 0515
	Машкинское шоссе	0212 0901
	улица Машкова	102
	переулок Маяковского	107
	улица Маяковского	1112
	Старопименовский переулок	108
	улица Медведева	409
	Медведковская улица	1005
	Медвежий переулок	106
	улица Медиков	618
	Медовый переулок	0415 0417
	Медынская улица	607
	Международная улица	107
	Международное шоссе	212
	Средний Международный переулок	107
	Мелитопольский проезд	711
	Мелитопольская улица	607
	1-я Мелитопольская улица	711
	2-я Мелитопольская улица	711
	Мелиховская улица	304
	Мелькисаровская улица	212
	улица Мельникова	0107 0515
	Мельницкий переулок	107
	Менделеевская улица	815
	улица Менжинского	0303 0307
	Мерзляковский переулок	0101 0106
	улица Маршала Мерецкова	907
	Поречная улица	509
	улица Металлургов	0407 0411 0413
	Малый Казённый переулок	102
	Мещанская улица	105
	Мещерский переулок	513
	Мещерский проспект	816
	улица Мещерякова	903
	Микульский переулок	418
	улица Авиаконструктора Микояна	217
	улица Миклухо-Маклая	0704 0707
	улица Милашенкова	305
	Милицейский переулок	201
	Миллионная улица	403
	улица Академика Миллионщикова	613
	улица Авиаконструктора Миля	504
	Минаевский переулок	309
	Минаевский проезд	309
	Мининский переулок	507
	Минская улица	0805 0815 0818 0819
	Минусинская улица	307
	улица Мира	1112
	проспект Мира	0105 0301 0309 0310 0312 0313 0317
	Миргородский проезд	711
	Миргородская улица	711
	1-й Миргородский переулок	711
	2-й Миргородский переулок	711
	Мироновская улица	417
	Мирской переулок	213
	Мирской проезд	213
	3-й Митинский проезд	902
	2-й Митинский переулок	902
	1-й Митинский переулок	902
	Митинская улица	902
	Миусская площадь	108
	1-я Миусская улица	108
	2-я Миусская улица	108
	Миусский переулок	108
	улица Михайлова	513
	Митьковский проезд	418
	Михайловский проезд	0107 0510
	Верхний Михайловский Поперечный проезд	610
	1-й Верхний Михайловский проезд	610
	2-й Верхний Михайловский проезд	610
	3-й Верхний Михайловский проезд	610
	4-й Верхний Михайловский проезд	610
	5-й Верхний Михайловский проезд	610
	1-й Нижний Михайловский проезд	609
	Михалковская улица	0207 0210
	3-й Михалковский переулок	210
	улица Михельсона	409
	Михневская улица	606
	Михневский проезд	606
	Большой Патриарший переулок	106
	улица Мичурина	315
	Мичуринский проспект	0814 0815 0817 0820
	Мишина улица	213
	Мишин проезд	213
	улица Нижние Мнёвники	906
	улица Мнёвники	906
	Большой Могильцевский переулок	109
	Малый Могильцевский переулок	109
	улица Можайский Вал	805
	Можайский переулок	805
	6-й Можайский переулок	805
	1-й Можайский тупик	805
	Можайское шоссе	809
	Молдавская улица	807
	улица Молдагуловой	404
	Молжаниновская улица	212
	Молодёжная улица	702
	Молодогвардейская улица	807
	улица Молодцова	0314 0316
	улица Молокова	306
	улица Молостовых	407
	Молочный переулок	109
	улица Большая Молчановка	101
	улица Малая Молчановка	101
	1-й Монетчиковский переулок	103
	2-й Монетчиковский переулок	103
	3-й Монетчиковский переулок	103
	4-й Монетчиковский переулок	103
	5-й Монетчиковский переулок	103
	6-й Монетчиковский переулок	103
	Монтажная улица	0406 0410
	Моревский проезд	107
	улица Павлика Морозова	1115
	Моршанская улица	504
	Петровский переулок	108
	Москворецкая набережная	0107 0108
	Москворецкая улица	108
	Москворецкая улица	807
	улица Москворечье	612
	Московская аллея	201
	Московская улица	816
	Московский проспект	1010
	Маломосковская улица	301
	Московская улица	1112
	Московский проспект	408
	Московско-Казанский переулок	104
	площадь Московско-Минской Дивизии	818
	Мосфильмовская улица	815
	2-й Мосфильмовский переулок	815
	Моторная улица	1112
	Моховая улица	0101 0108
	Мрузовский переулок	102
	3-я Музейная улица	404
	Мукомольный проезд	106
	Муравская улица	902
	1-я Муравская улица	902
	2-я Муравская улица	902
	Мурановская улица	304
	Мурманский проезд	310
	Муромская улица	409
	улица Мусоргского	311
	улица Скульптора Мухиной	811
	Мценская улица	711
	1-я Мытищинская улица	301
	2-я Мытищинская улица	301
	3-я Мытищинская улица	301
	Мытищинский проезд	301
	Мытная улица	0103 0110 0609
	Мякининский проезд	905
	1-я Мякининская улица	807
	2-я Мякининская улица	807
	3-я Мякининская улица	807
	4-я Мякининская улица	807
	5-я Мякининская улица	807
	улица Мясищева	818
	Большой Афанасьевский переулок	0101 0109
	1-я Мясниковская улица	403
	2-я Мясниковская улица	403
	площадь Мясницкие Ворота	102
	Мячковский бульвар	509
	Набережная улица	306
	Набережная улица	807
	Большая Набережная улица	903
	Малая Набережная улица	903
	Нагатинская набережная	0613 0614
	Нагатинская улица	613
	Нагатинский бульвар	613
	1-й Нагатинский проезд	613
	2-й Нагатинский проезд	613
	3-й Нагатинский проезд	613
	Нагорная улица	705
	Нагорный бульвар	705
	Нагорный проезд	615
	Налесный переулок	102
	Наличная улица	507
	улица Намёткина	0707 0710
	проезд Нансена	313
	Напольный проезд	0407 0411
	1-я Напрудная улица	307
	2-я Напрудная улица	307
	Напрудный переулок	105
	Нарвская улица	0205 0207 0210
	Наримановская улица	403
	Народная улица	107
	улица Народного Ополчения	0906 0907
	Народный проспект	408
	Наро-Фоминская улица	816
	Нарышкинская аллея	201
	Нарышкинский проезд	108
	Насосная улица	1112
	Наставнический переулок	107
	Средний Наставнический переулок	107
	Настасьинский переулок	108
	Наташинская улица	0608 0612
	Научный проезд	710
	Нахимовский проспект	0615 0701 0703 0705 0706 0710
	улица Неверовского	805
	переулок Александра Невского	108
	улица Александра Невского	108
	Неглинная улица	0105 0108
	Сандуновский переулок	105
	Звонарский переулок	105
	Нижний Кисельный переулок	105
	улица Маршала Неделина	809
	улица Недорубова	512
	площадь Зденека Неедлы	213
	Брюсов переулок	0106 0108
	Нежинская улица	820
	Некрасовская улица	512
	Нелидовская улица	908
	Неманский проезд	905
	Глинищевский переулок	108
	улица Немчинова	215
	1-й Неопалимовский переулок	109
	2-й Неопалимовский переулок	109
	3-й Неопалимовский переулок	109
	площадь Джавахарлала Неру	0702 0815
	Несвижский переулок	109
	улица Академика Несмеянова	702
	улица Пилота Нестерова	201
	Нижегородская улица	0107 0510
	Нижегородский переулок	107
	1-й Нижнелихоборский проезд	215
	2-й Нижнемасловский переулок	213
	улица Нижние Поля	0508 0509
	Нижняя улица	202
	Никитинская улица	0408 0416
	площадь Никитские Ворота	106
	Никитников переулок	108
	Николаевский тупик	301
	улица Николаева	106
	Николоваганьковский переулок	106
	Никольский проезд	1010
	Большой Николоворобинский переулок	107
	Малый Николоворобинский переулок	107
	Средний Николопесковский переулок	101
	1-й Николощеповский переулок	101
	2-й Николощеповский переулок	101
	Николоямская набережная	107
	Николоямский переулок	107
	Николоямской тупик	107
	Никольский тупик	0205 0903
	Никольско-Архангельский проезд	412
	Никоновский переулок	108
	Никопольская улица	607
	3-я Никопольская улица	607
	Никулинская улица	0817 0820
	Никулинский проезд	817
	улица Новаторов	707
	Новая площадь	108
	Новая улица	209
	улица Новая Дорога	102
	улица Новая Заря	609
	Новгородская улица	306
	улица Маршала Новикова	907
	набережная Новикова-Прибоя	906
	улица Новинки	614
	Новинский переулок	101
	Новоалексеевская улица	301
	Новобутовская улица	708
	Новобутовский проезд	711
	Нововаганьковский переулок	106
	Нововладыкинский проезд	311
	Нововоротниковский переулок	108
	Новогиреевская улица	0411 0413
	Новогорская улица	901
	Новоданиловская набережная	610
	Новоданиловский проезд	610
	Новодачная улица	315
	Новодевичий проезд	109
	площадь Новодевичьего Монастыря	109
	Новодевичья набережная	109
	Новодмитровская улица	305
	Большая Новодмитровская улица	305
	Новозаводская улица	818
	Новокирочный переулок	102
	Новоконная площадь	107
	Новоконюшенный переулок	109
	Новокосинская улица	412
	Новокузнецкая улица	103
	1-й Новокузнецкий переулок	103
	2-й Новокузнецкий переулок	103
	1-я Новокузьминская улица	513
	4-я Новокузьминская улица	513
	12-я Новокузьминская улица	513
	Новокуркинское шоссе	901
	Новокрымский проезд	109
	Новолесная улица	108
	Новолесной переулок	108
	Новолужнецкий проезд	109
	Новолучанская улица	807
	улица Новомалино	1005
	Новая улица	1005
	Новомарьинская улица	509
	Новомещерский проезд	816
	1-й Новомихалковский проезд	210
	3-й Новомихалковский проезд	210
	4-й Новомихалковский проезд	210
	Новомосковская улица	310
	Новооскольская улица	711
	2-я Новоостанкинская улица	310
	3-я Новоостанкинская улица	310
	5-й Новоостанкинский проезд	310
	6-й Новоостанкинский проезд	310
	7-й Новоостанкинский проезд	310
	Новоорловская улица	811
	Новоостаповская улица	515
	Новопеределкинская улица	811
	Малый Новопесковский переулок	101
	Новопетровская улица	210
	Новопетровский проезд	205
	1-й Новоподмосковный переулок	205
	2-й Новоподмосковный переулок	205
	3-й Новоподмосковный переулок	205
	4-й Новоподмосковный переулок	205
	5-й Новоподмосковный переулок	205
	6-й Новоподмосковный переулок	205
	8-й Новоподмосковный переулок	210
	Новопоселковая улица	908
	Новопотаповский проезд	711
	Новопресненский переулок	106
	Новорогожская улица	107
	Новороссийская улица	508
	Новорублёвская улица	807
	2-я Новорублёвская улица	807
	Новорязанская улица	0102 0104
	Новорязанское шоссе	504
	Новоселенский переулок	107
	1-я улица Новосёлки	212
	2-я улица Новосёлки	212
	3-я улица Новосёлки	212
	4-я улица Новосёлки	212
	Новосибирская улица	406
	Новослободская улица	0108 0213
	Новоспасский переулок	107
	Верхний Новоспасский проезд	107
	Новоспасский проезд	0107 0515
	Новосущёвская улица	0108 0309
	Новосущёвский переулок	309
	Новосходненское шоссе	212
	улица Новотетёрки	411
	Новотихвинская улица	309
	1-й Новотихвинский переулок	309
	Новотушинская улица	902
	Новотушинский проезд	902
	Новоухтомское шоссе	409
	Новоухтомская улица	409
	Новофилёвский проезд	818
	Новохорошёвский проезд	906
	Новохохловская улица	510
	Новоцарицынское шоссе	0606 0616 0618
	Новочерёмушкинская улица	0701 0710
	Новочеркасский бульвар	509
	Новощукинская улица	907
	Новоясеневский проспект	712
	Новый проезд	415
	улица Новый Арбат	101
	1-й Новый переулок	104
	2-й Новый переулок	104
	3-й Новый переулок	104
	Ножовый переулок	106
